lemma,freq,per_million
ουσιαστικός,558,83.9
οσε,558,83.9
μοναδικός,557,83.75
εζες,555,83.45
προσφέρω,554,83.3
σωρευτικός,554,83.3
απορρέω,552,82.99
εγκεκριμένος,552,82.99
υποδειγμάτων,552,82.99
προώθηση,551,82.84
ορίων,550,82.69
εκπληρώνω,549,82.54
ανάκληση,548,82.39
ii,547,82.24
κάτω,546,82.09
επίτευξη,546,82.09
κατώτατος,546,82.09
τιτλοποιήσεων,544,81.79
επόμενος,542,81.49
ζωή,542,81.49
εισαγωγέας,542,81.49
τρέχων,541,81.34
παράγω,541,81.34
ώρα,541,81.34
αναλογικός,539,81.04
δανείων,539,81.04
αδυναμία,538,80.89
εισηγμένος,538,80.89
αντικατοπτρίζω,537,80.74
μετρητών,537,80.74
εδώ,536,80.59
αγοραία,535,80.44
περιοδικός,535,80.44
προκαλώ,534,80.29
συγκεκριμένης,534,80.29
ισούται,532,79.99
προέλευση,532,79.99
περιοχή,529,79.54
νχι,529,79.54
εκείνων,528,79.39
ccp,528,79.39
συνόλος,527,79.24
αντιπροσωπεύω,526,79.09
εξαγορά,525,78.94
κρίσιμος,523,78.63
παροχών,519,78.03
δικτυακός,518,77.88
χρηματιστήριο,518,77.88
διασυνοριακός,515,77.43
επενδύω,514,77.28
ρόλος,514,77.28
εξουσιοδοτημένος,514,77.28
δημοσιοποιώ,512,76.98
παρατίθενται,512,76.98
κινητήρας,512,76.98
αποδοχή,511,76.83
4.,510,76.68
ταυτοποίηση,510,76.68
όσος,509,76.53
απευθείας,508,76.38
εσόδων,508,76.38
εκροές,508,76.38
εισάγω,507,76.23
κανονικός,505,75.93
απευθύνω,504,75.78
σημαντικά,504,75.78
διακριτικός,502,75.48
ψήφος,502,75.48
εισφορά,501,75.33
εμπιστευτικός,500,75.18
κατάχρηση,500,75.18
2),500,75.18
πέραν,499,75.03
δεόντως,498,74.88
προσώπος,497,74.73
δίνω,496,74.58
ακραίος,493,74.12
εξαιρούνται,493,74.12
κελί,493,74.12
καθαρής,490,73.67
συνολικά,489,73.52
νομίσματα,489,73.52
διατίθενται,488,73.37
διεθνός,487,73.22
ια,487,73.22
ισοδυναμία,484,72.77
αναλόγως,484,72.77
≤,484,72.77
αποτελείται,483,72.62
ευχέρεια,481,72.32
εδαφίου,481,72.32
έτσι,481,72.32
παύση,481,72.32
συμμετεχόντων,480,72.17
πρόβλεψη,480,72.17
δολάριο,480,72.17
παραγράφων,479,72.02
αναπροσαρμογή,478,71.87
πάσας,478,71.87
μεθόδους,477,71.72
προφίλ,476,71.57
συνεχίζω,476,71.57
ενημέρωση,475,71.42
vii,475,71.42
όρων,474,71.27
επαλήθευση,474,71.27
v,473,71.12
ταυτότητα,473,71.12
επιχειρησιακός,473,71.12
οποιασδήποτε,472,70.97
άνευ,472,70.97
εφαρμοστέο,471,70.82
ισοτιμία,471,70.82
ναι,470,70.67
ελεύθερος,469,70.52
παράγωγος,468,70.37
επειδή,468,70.37
έδρα,468,70.37
αριθμητικός,467,70.21
κανονισμο,467,70.21
λήγω,467,70.21
γραπτός,466,70.06
κατανέμω,466,70.06
διοίκηση,465,69.91
συγκεκριμένα,464,69.76
σημαίνω,464,69.76
αμοιβές,461,69.31
τόπο,460,69.16
εσόδα,460,69.16
οφειλόμενος,460,69.16
υπάγω,459,69.01
εμποδίζω,459,69.01
ταχύτητα,459,69.01
κατάταξη,459,69.01
οργανωτικός,459,69.01
επιδόσεων,458,68.86
αναφερόμενος,458,68.86
δύναται,457,68.71
ανεξαρτήτως,457,68.71
ταυτόχρονα,457,68.71
κινητής,456,68.56
τελώ,456,68.56
σημείου,455,68.41
πλήρους,455,68.41
συμμετοχικός,454,68.26
μεθόδου,453,68.11
επιδόσεις,453,68.11
υλικό,453,68.11
σύγκριση,452,67.96
παραδοχή,452,67.96
διευκρινίζω,451,67.81
δε,450,67.66
επιθεώρηση,450,67.66
συμπέρασμα,450,67.66
παρουσίαση,449,67.51
πολιτικός,449,67.51
κοινοτικός,448,67.36
αναγνωρισμένος,447,67.21
δεδομένα,446,67.06
ακολουθώ,445,66.91
ενδεχομένως,445,66.91
καταχωρίζω,444,66.76
αγοράζω,442,66.46
αρμοδιοτήτων,442,66.46
τροποποιήσεις,442,66.46
ιδίων,441,66.31
διαφόρων,440,66.16
εκατ.,440,66.16
ce,440,66.16
υφίσταμαι,439,66.01
εντοπίζω,439,66.01
γεγονότων,437,65.7
συντελεστός,437,65.7
λοιπών,436,65.55
προσωπικό,436,65.55
εργαλείο,436,65.55
ενεργοποίηση,435,65.4
οχήματος,435,65.4
εφεξής,434,65.25
συστηματικός,434,65.25
εγγράφου,434,65.25
παύω,433,65.1
εξαιροόμενυς,433,65.1
επιχειρηματικότητα,433,65.1
τότε,432,64.95
ζήτημα,432,64.95
αυξάνω,431,64.8
νοούνται,431,64.8
μάζα,431,64.8
πολυπλοκότητα,430,64.65
δεδομένου,430,64.65
χρηματοδοτούμενος,430,64.65
εκμετάλλευση,429,64.5
διαχειριστή,429,64.5
ύπαρξη,428,64.35
κατάθεση,428,64.35
περικοπή,428,64.35
ομολογία,427,64.2
lng,427,64.2
συνήθως,426,64.05
διαφορετικά,426,64.05
επιλέξιμα,425,63.9
διαπίστευση,425,63.9
ευρωπαϊκη,425,63.9
μεριδίων,424,63.75
χρεόγραφο,422,63.45
κρίνομαι,422,63.45
χαρτοφυλάκι,420,63.15
μαπ,420,63.15
σαφώς,419,63.0
πίστωση,419,63.0
ιδιαίτερα,418,62.85
οποιουδήποτε,418,62.85
ενσωματώνω,418,62.85
αποθήκευση,418,62.85
περιπτώσεις,417,62.7
πληρωμά,416,62.55
επιλέγω,415,62.4
ιδιώτης,415,62.4
εκτιμώ,415,62.4
μερικός,415,62.4
κινδυνος,415,62.4
χαρακτηρίζω,414,62.25
συγκεντρωτικός,414,62.25
ληφθούν,413,62.1
ρυμουλκούμενος,413,62.1
λίγο,412,61.95
εμφανίζω,412,61.95
θεσμικός,412,61.95
σύνδεση,412,61.95
1606/2002,411,61.8
υποκείμενο,411,61.8
διεξαγωγή,411,61.8
ποσοτικός,411,61.8
εξεδωσε,411,61.8
παροντα,411,61.8
καλυμμένων,411,61.8
αφαιρούνται,410,61.64
συνεπής,409,61.49
συστατικός,409,61.49
εφαρμοστεί,409,61.49
πωλητής,409,61.49
νομίσματος,409,61.49
ηνωμένος,409,61.49
συνεπάγομαι,408,61.34
υποψήφιος,407,61.19
σύνθετος,406,61.04
εμεκ,406,61.04
ήτοι,405,60.89
μετρήσεων,405,60.89
διαχειρίζομαι,404,60.74
έκτακτος,404,60.74
1095/2010,404,60.74
αντισταθμισμένος,403,60.59
φέρω,402,60.44
επανεξετάζω,402,60.44
απο,402,60.44
διαθεσιμότητα,402,60.44
ταμείου,402,60.44
υποκατηγορία,402,60.44
αναθέτω,401,60.29
σχεδιάζω,401,60.29
πληρωμός,400,60.14
ειδικότερα,400,60.14
τηρεί,400,60.14
καταγράφω,399,59.99
απόθεμα,398,59.84
μέρους,398,59.84
2006/48/εκ,397,59.69
υποκαταστήμα,397,59.69
μαζί,396,59.54
3),395,59.39
υποκατάσταση,395,59.39
μετάδοση,395,59.39
παραλαβή,395,59.39
αντίγραφο,395,59.39
άξονας,395,59.39
πρακτική,394,59.24
προβλέψεων,394,59.24
αποδεικνύω,393,59.09
δημοκρατία,392,58.94
σύντομος,391,58.79
εισοδήματος,391,58.79
σκοπού,391,58.79
παρεχόμενος,390,58.64
5.,390,58.64
δικαιούχος,390,58.64
κοινοπραξία,390,58.64
μονάδων,390,58.64
κεφαλαιαγορά,390,58.64
αναληφθείσες,390,58.64
εντολές,389,58.49
συμβάλλω,388,58.34
στενός,388,58.34
αποκλειστικός,387,58.19
διαγραφή,386,58.04
διαπιστώνω,386,58.04
προέρχω,386,58.04
ανάκτηση,386,58.04
συγκεντρώνω,385,57.89
επικινδυνότητα,385,57.89
ενσωματωθεί,384,57.74
αγοραίος,384,57.74
εγκριθεί,384,57.74
διαχειριστικός,383,57.59
πρόσθετων,383,57.59
ιδιότητα,383,57.59
εικοστός,383,57.59
συσταθεί,382,57.43
ανταγωνισμός,382,57.43
υποθήκη,382,57.43
t2,382,57.43
μακροπρόθεσμος,381,57.28
διαθεσίμων,381,57.28
αναλυτικός,381,57.28
εξοφλητικός,381,57.28
περιβάλλον,380,57.13
βελτίωση,380,57.13
διενεργείται,380,57.13
ελκυστήρας,380,57.13
γενικά,379,56.98
ημερήσιος,379,56.98
κίνηση,379,56.98
οφειλέτης,379,56.98
πορεία,379,56.98
παρά,378,56.83
παραγώγος,377,56.68
λουξεμβούργο,376,56.53
χαρτοφυλακίο,376,56.53
σημείωμα,376,56.53
κατόχος,375,56.38
χρηματαγορά,375,56.38
δαπανών,375,56.38
πωλήσεις,374,56.23
δεικτής,374,56.23
διακυβέρνηση,374,56.23
τραπεζή,374,56.23
ημερή,374,56.23
προσδιορίζονται,373,56.08
ομολόγο,373,56.08
μεικτής,371,55.78
χωριστής,371,55.78
παραρτημα,370,55.63
αντιπρόσωπος,369,55.48
έμμεσα,368,55.33
έμμεσος,368,55.33
βεβαρημένος,368,55.33
προειδοποίηση,367,55.18
κρίση,367,55.18
κατοχή,366,55.03
γνώση,366,55.03
ξένος,366,55.03
εβδομάδα,365,54.88
vi,365,54.88
εντοπισμός,365,54.88
καταγγελία,365,54.88
εξασφαλισμένες,365,54.88
πρόληψη,364,54.73
γεωργικός,364,54.73
συνδεόμενος,363,54.58
τεχνολογία,363,54.58
σύμφωνος,363,54.58
επιβάρυνση,363,54.58
αιτήματος,363,54.58
κατασκευάζω,363,54.58
καθιστώ,361,54.28
αποτελεσματικά,361,54.28
εμπορεύμα,361,54.28
επέκταση,360,54.13
καταναλωτών,360,54.13
υπέρ,359,53.98
15.12.2010,359,53.98
άρτιος,358,53.83
κρίνω,357,53.68
συντήρηση,357,53.68
συλλογή,357,53.68
010,357,53.68
επίσημης,356,53.53
διαφορών,356,53.53
συμβουλή,355,53.38
προσδιορίσει,355,53.38
τροφοδοτικός,355,53.38
εφημερίδας,354,53.23
προτεινόμενος,354,53.23
συγγενής,354,53.23
επαφή,353,53.07
τι,352,52.92
πιστώσεων,352,52.92
οηε,352,52.92
2017/2402,352,52.92
έγκαιρος,351,52.77
ανοικτές,351,52.77
δάνεια,350,52.62
λαμβανομένων,350,52.62
σκέλος,349,52.47
εσωτερικό,348,52.32
μερίδιο,348,52.32
ελήφθησαν,348,52.32
μικρότερη,347,52.17
μεταβολών,347,52.17
λύση,347,52.17
εκροών,347,52.17
λιανική,347,52.17
συνήθης,346,52.02
αδικαιολόγητος,346,52.02
συντάσσω,345,51.87
οργάνωση,345,51.87
συμβαλλόμενος,344,51.72
αντίστοιχα,344,51.72
οντοτήτων,344,51.72
υποχρεούται,342,51.42
ενδιάμεσος,342,51.42
πείρα,342,51.42
υψηλότερο,342,51.42
ορθή,342,51.42
εκρηκτικός,342,51.42
μέρει,341,51.27
καταναλωτής,341,51.27
πμδ,341,51.27
αναφερθεί,340,51.12
αναφορικά,340,51.12
κύκλος,340,51.12
ανακοίνωση,338,50.82
ραδιοεξοπλισμός,338,50.82
ακόλουθων,337,50.67
εξαιρετικά,337,50.67
πρόσφατος,336,50.52
αιτήμα,336,50.52
εγγυήσεων,334,50.22
τυποποιώ,334,50.22
στρατηγικός,334,50.22
ποινικός,334,50.22
αμοιβή,333,50.07
παραβάσεις,333,50.07
προηγουμένως,333,50.07
ιούλιος,332,49.92
αφερεγγυότητα,332,49.92
ιβ,332,49.92
προσεγγίσεις,331,49.77
συνδρομή,331,49.77
φύλαξη,331,49.77
δομημένος,331,49.77
εσσκ,331,49.77
διαφέρω,330,49.62
αντικατάσταση,330,49.62
αποζημίωση,329,49.47
διαβαθμίσεων,329,49.47
έργο,329,49.47
χώρος,328,49.32
συναφή,327,49.17
διακοπή,327,49.17
ava,327,49.17
προσαρμόζω,326,49.02
συνεργάζω,326,49.02
μεταβιβάζω,325,48.86
εμπιστευτικότητα,325,48.86
κυβερνήσεων,325,48.86
ενοποιημένες,324,48.71
φεβρουάριος,324,48.71
επιβεβαιώνω,324,48.71
συμπλήρωμα,323,48.56
τη,323,48.56
παραπέμπω,322,48.41
εξαιρέσεις,322,48.41
μητρώο,322,48.41
αγαθό,322,48.41
αποταμιευτής,322,48.41
ροή,321,48.26
θ,321,48.26
τοποθέτηση,321,48.26
προτύπου,321,48.26
προτείνω,320,48.11
υποχρεούμαι,320,48.11
διενεργούνται,320,48.11
διάρθρωση,319,47.96
οποιεσδήποτε,319,47.96
αναλογία,319,47.96
εμφάνιση,319,47.96
εξαρτάται,318,47.81
μετρητό,317,47.66
πτυχή,317,47.66
συνάδω,317,47.66
συνετός,317,47.66
διευκολύνω,316,47.51
μετόχος,316,47.51
μεγέθος,316,47.51
προστίθενται,316,47.51
κινδυνο,316,47.51
εοπα,316,47.51
προωθώ,315,47.36
εκδώσει,315,47.36
επιστροφή,315,47.36
εξόδων,314,47.21
κάτοχος,314,47.21
χρησιμοποιηθούν,313,47.06
απόλυτος,313,47.06
δικτύου,312,46.91
παράταση,312,46.91
επίδραση,311,46.76
στελέχη,310,46.61
εμπορεύματος,310,46.61
2β,310,46.61
ακινήτων,309,46.46
μεταβλητή,309,46.46
σύνθεση,308,46.31
απώλεια,308,46.31
διακρατούνται,308,46.31
ομολόγος,308,46.31
οριζόμενος,307,46.16
αποπληρωμή,307,46.16
περισσότερων,307,46.16
ιδιοκτησία,306,46.01
isin,306,46.01
θέσεις,306,46.01
απλός,305,45.86
επικύρωση,305,45.86
ανακοινώνω,305,45.86
σχεδίων,305,45.86
ευρωσύστημα,305,45.86
αυστηρός,304,45.71
δέσμη,304,45.71
περιστάσεις,304,45.71
ανεξαρτησία,304,45.71
ενέχω,304,45.71
ιανουαρίου,303,45.56
δημοσίου,303,45.56
βλάβη,303,45.56
πρωτοβουλία,302,45.41
συνιστώσα,302,45.41
αρχικά,302,45.41
συμπεριφορά,302,45.41
σενάριο,302,45.41
εξαιρετικός,302,45.41
αντιστοίχιση,302,45.41
iso,302,45.41
θίγω,301,45.26
κανονισμου,301,45.26
αντί,300,45.11
αναβαλλόμενος,300,45.11
εποπτικής,300,45.11
κάνω,299,44.96
μερίδια,299,44.96
διαφανής,299,44.96
ανάλογος,299,44.96
άρθρου,299,44.96
επαληθεύω,299,44.96
030,299,44.96
δικαστικός,297,44.65
ότου,297,44.65
παράνομος,297,44.65
διευθυντικός,296,44.5
περιορισμένος,296,44.5
αντισταθμίσεις,296,44.5
μεταβολές,296,44.5
χρεογράφων,296,44.5
εισροές,296,44.5
διανομέας,296,44.5
δανείο,295,44.35
ελάχιστη,295,44.35
εισπρακτέος,295,44.35
σκέψη,294,44.2
id,294,44.2
γνωρίζω,293,44.05
παραγόντων,293,44.05
εισαχθεί,293,44.05
υπόθεση,293,44.05
σήμα,293,44.05
2003/71/εκ,292,43.9
ενδείκνυται,292,43.9
επιλέξιμων,292,43.9
εκδοθεί,292,43.9
εύρυθμος,292,43.9
ουσιώδη,292,43.9
γνωστός,292,43.9
αποσβεσμένο,292,43.9
αποκτώ,291,43.75
απαγορεύω,291,43.75
συμβουλευτικός,291,43.75
επιτόπιος,291,43.75
δύναμη,291,43.75
αντικυκλικός,291,43.75
χειραγώγηση,290,43.6
αποσκοπώ,290,43.6
κοινοποιούνται,290,43.6
εκδόθηκε,290,43.6
νομισμάτων,290,43.6
τίθεται,289,43.45
προϋποθέσεων,289,43.45
σελίδα,289,43.45
επιβεβαίωση,289,43.45
